"VisitID","Species","Lifestage","ModeledArea","WUA","normalizedWUA","SiteName","WatershedName","VisitYear","Stream","juv.length.m","juv.terr.m2","redd.area.m2","capacity"
1546,"Chinook","Spawner",2322.01,983.3959025,0.423510623,"WENMASTER-000298","Wenatchee",2013,"Chiwaukum Creek",NA,NA,6.7,36.6938769589552
1546,"Steelhead","Spawner",2322.01,922.6344141,0.397342998,"WENMASTER-000298","Wenatchee",2013,"Chiwaukum Creek",NA,NA,4.8,48.053875734375
1569,"Chinook","Spawner",556.4,206.7345987,0.37155751,"ASW00001-CC-F5 P1BR","Asotin",2013,"Charley Creek",NA,NA,6.7,7.71397756343284
1569,"Steelhead","Spawner",556.4,233.2666991,0.419242809,"ASW00001-CC-F5 P1BR","Asotin",2013,"Charley Creek",NA,NA,4.8,12.1493072447917
1571,"Chinook","Spawner",503.62,87.37349946,0.173490925,"ASW00001-SF-F3 P3BR","Asotin",2013,"South Fork Asotin Creek",NA,NA,6.7,3.26020520373134
1571,"Steelhead","Spawner",503.62,90.34019949,0.179381676,"ASW00001-SF-F3 P3BR","Asotin",2013,"South Fork Asotin Creek",NA,NA,4.8,4.7052187234375
1572,"Chinook","Spawner",698.71,123.4118992,0.176628214,"ASW00001-SF-F5 P3BR","Asotin",2013,"South Fork Asotin Creek",NA,NA,6.7,4.6049216119403
1572,"Steelhead","Spawner",698.71,130.7166993,0.187082909,"ASW00001-SF-F5 P3BR","Asotin",2013,"South Fork Asotin Creek",NA,NA,4.8,6.808161421875
1577,"Chinook","Spawner",1185.02,436.3588031,0.368229062,"ASW00001-NF-F4 P1BR","Asotin",2013,"North Fork Asotin Creek",NA,NA,6.7,16.282044891791
1577,"Steelhead","Spawner",1185.02,436.5917033,0.368425599,"ASW00001-NF-F4 P1BR","Asotin",2013,"North Fork Asotin Creek",NA,NA,4.8,22.7391512135417
1668,"Chinook","Spawner",1371.87,112.4642977,0.08197883,"CBW05583-208242","John Day",2013,"Murderers Creek",NA,NA,6.7,4.19642901865672
1668,"Steelhead","Spawner",1371.87,125.4219979,0.091424113,"CBW05583-208242","John Day",2013,"Murderers Creek",NA,NA,4.8,6.53239572395833
1671,"Chinook","Spawner",616.16,148.3506992,0.24076652,"CBW05583-280178","John Day",2013,"Murderers Creek",NA,NA,6.7,5.53547385074627
1671,"Steelhead","Spawner",616.16,204.5880007,0.332037134,"CBW05583-280178","John Day",2013,"Murderers Creek",NA,NA,4.8,10.6556250364583
1674,"Chinook","Spawner",282.52,22.66039953,0.080208125,"CBW05583-363890","John Day",2013,"Murderers Creek",NA,NA,6.7,0.845537295895522
1674,"Steelhead","Spawner",282.52,25.68189956,0.090902943,"CBW05583-363890","John Day",2013,"Murderers Creek",NA,NA,4.8,1.33759893541667
1675,"Chinook","Spawner",280.28,36.12719957,0.128896816,"CBW05583-384114","John Day",2013,"Black Canyon Creek",NA,NA,6.7,1.34802983470149
1675,"Steelhead","Spawner",280.28,53.10669972,0.189477307,"CBW05583-384114","John Day",2013,"Black Canyon Creek",NA,NA,4.8,2.76597394375
1678,"Chinook","Spawner",174.83,17.38269975,0.099426298,"OJD03458-000066","John Day",2013,"Tex Creek",NA,NA,6.7,0.648608199626866
1678,"Steelhead","Spawner",174.83,22.99909988,0.131551221,"OJD03458-000066","John Day",2013,"Tex Creek",NA,NA,4.8,1.19786978541667
1679,"Chinook","Spawner",621.58,111.3070995,0.179071237,"JDW00001-MRL1","John Day",2013,"Murderers Creek",NA,NA,6.7,4.15324998134328
1679,"Steelhead","Spawner",621.58,150.6470009,0.242361403,"JDW00001-MRL1","John Day",2013,"Murderers Creek",NA,NA,4.8,7.84619796354167
1680,"Chinook","Spawner",736.21,74.12559896,0.100685401,"JDW00001-MRM2","John Day",2013,"Murderers Creek",NA,NA,6.7,2.76588055820896
1680,"Steelhead","Spawner",736.21,102.5082992,0.139237852,"JDW00001-MRM2","John Day",2013,"Murderers Creek",NA,NA,4.8,5.33897391666667
1682,"Chinook","Spawner",257.96,21.88309958,0.084831368,"CBW05583-011122","John Day",2013,"Murderers Creek",NA,NA,6.7,0.81653356641791
1682,"Steelhead","Spawner",257.96,23.82539959,0.09236083,"CBW05583-011122","John Day",2013,"Murderers Creek",NA,NA,4.8,1.24090622864583
1684,"Chinook","Spawner",231.19,20.61989963,0.089190275,"CBW05583-142706","John Day",2013,"Murderers Creek",NA,NA,6.7,0.769399239925373
1684,"Steelhead","Spawner",231.19,29.26729973,0.126594142,"CBW05583-142706","John Day",2013,"Murderers Creek",NA,NA,4.8,1.52433852760417
1686,"Chinook","Spawner",424.02,92.04239937,0.217070891,"CBW05583-231026","John Day",2013,"Murderers Creek",NA,NA,6.7,3.4344178869403
1686,"Steelhead","Spawner",424.02,130.2704003,0.307227018,"CBW05583-231026","John Day",2013,"Murderers Creek",NA,NA,4.8,6.78491668229167
1689,"Chinook","Spawner",153.01,12.55509975,0.082054112,"CBW05583-347506","John Day",2013,"Murderers Creek",NA,NA,6.7,0.468473871268657
1689,"Steelhead","Spawner",153.01,13.14159975,0.085887195,"CBW05583-347506","John Day",2013,"Murderers Creek",NA,NA,4.8,0.6844583203125
1690,"Chinook","Spawner",363.7,59.37919972,0.163264228,"CBW05583-357746","John Day",2013,"Murderers Creek",NA,NA,6.7,2.21564178059701
1690,"Steelhead","Spawner",363.7,116.3166016,0.319814687,"CBW05583-357746","John Day",2013,"Murderers Creek",NA,NA,4.8,6.05815633333333
1693,"Chinook","Spawner",213.35,24.32969974,0.114036558,"CBW05583-416626","John Day",2013,"Tex Creek",NA,NA,6.7,0.907824617164179
1693,"Steelhead","Spawner",213.35,35.25290003,0.16523506,"CBW05583-416626","John Day",2013,"Tex Creek",NA,NA,4.8,1.83608854322917
1694,"Chinook","Spawner",717.42,175.5098997,0.244640378,"CBW05583-522866","John Day",2013,"Murderers Creek",NA,NA,6.7,6.54887685447761
1694,"Steelhead","Spawner",717.42,252.4221025,0.351847039,"CBW05583-522866","John Day",2013,"Murderers Creek",NA,NA,4.8,13.1469845052083
1698,"Chinook","Spawner",4551.73,1082.528697,0.237827968,"OJD03458-000345","John Day",2013,"South Fork John Day River",NA,NA,6.7,40.3928618283582
1698,"Steelhead","Spawner",4551.73,1440.496806,0.316472375,"OJD03458-000345","John Day",2013,"South Fork John Day River",NA,NA,4.8,75.0258753125
170,"Chinook","Spawner",10433.98,6834.679535,0.655040506,"WC503432-000032","Wenatchee",2011,"Nason Creek",NA,NA,6.7,255.025355783582
170,"Steelhead","Spawner",10433.98,8383.237705,0.803455413,"WC503432-000032","Wenatchee",2011,"Nason Creek",NA,NA,4.8,436.626963802083
1717,"Chinook","Spawner",871.38,304.9551988,0.349968095,"dsgn4-000161","Upper Grande Ronde",2013,"South Fork Catherine Creek",NA,NA,6.7,11.3789253283582
1717,"Steelhead","Spawner",871.38,307.8318988,0.35326941,"dsgn4-000161","Upper Grande Ronde",2013,"South Fork Catherine Creek",NA,NA,4.8,16.0329113958333
1718,"Chinook","Spawner",1022.61,331.9565994,0.324617009,"dsgn4-000168","Upper Grande Ronde",2013,"North Fork Catherine Creek",NA,NA,6.7,12.3864402761194
1718,"Steelhead","Spawner",1022.61,338.4588993,0.330975542,"dsgn4-000168","Upper Grande Ronde",2013,"North Fork Catherine Creek",NA,NA,4.8,17.628067671875
1734,"Chinook","Spawner",1497.82,300.7600995,0.20079856,"CBW05583-127675","Wenatchee",2013,"Little Wenatchee River",NA,NA,6.7,11.2223917723881
1734,"Steelhead","Spawner",1497.82,318.3547997,0.212545432,"CBW05583-127675","Wenatchee",2013,"Little Wenatchee River",NA,NA,4.8,16.5809791510417
1735,"Chinook","Spawner",1139.73,406.5875978,0.356740279,"CBW05583-492715","Wenatchee",2013,"Chikamin Creek",NA,NA,6.7,15.1711790223881
1735,"Steelhead","Spawner",1139.73,444.4568981,0.389966833,"CBW05583-492715","Wenatchee",2013,"Chikamin Creek",NA,NA,4.8,23.1487967760417
1738,"Chinook","Spawner",589.96,310.2675995,0.525912942,"WENMASTER-000195","Wenatchee",2013,"Chikamin Creek",NA,NA,6.7,11.5771492350746
1738,"Steelhead","Spawner",589.96,341.0493982,0.57808902,"WENMASTER-000195","Wenatchee",2013,"Chikamin Creek",NA,NA,4.8,17.7629894895833
1739,"Chinook","Spawner",17654.26,10541.20373,0.597091225,"WENMASTER-000310","Wenatchee",2013,"Chiwawa River",NA,NA,6.7,393.32849738806
1739,"Steelhead","Spawner",17654.26,8638.460492,0.489313089,"WENMASTER-000310","Wenatchee",2013,"Chiwawa River",NA,NA,4.8,449.919817291667
1749,"Chinook","Spawner",198.58,17.17869968,0.086507703,"CBW05583-250506","John Day",2013,"Lunch Creek",NA,NA,6.7,0.640996256716418
1749,"Steelhead","Spawner",198.58,20.68749974,0.104177157,"CBW05583-250506","John Day",2013,"Lunch Creek",NA,NA,4.8,1.07747394479167
1752,"Chinook","Spawner",7284.21,3655.637101,0.501857731,"ENT00001-1BC11","Entiat",2013,"Entiat River",NA,NA,6.7,136.404369440298
1752,"Steelhead","Spawner",7284.21,3456.937965,0.474579668,"ENT00001-1BC11","Entiat",2013,"Entiat River",NA,NA,4.8,180.04885234375
1778,"Chinook","Spawner",10013.14,3757.742294,0.37528111,"ENT00001-1F13","Entiat",2013,"Entiat River",NA,NA,6.7,140.214264701493
1778,"Steelhead","Spawner",10013.14,3599.81671,0.359509276,"ENT00001-1F13","Entiat",2013,"Entiat River",NA,NA,4.8,187.490453645833
1798,"Chinook","Spawner",5667.3,3197.648983,0.564227936,"CBW05583-147626","Upper Grande Ronde",2013,"Catherine Creek",NA,NA,6.7,119.315260559701
1798,"Steelhead","Spawner",5667.3,3478.332768,0.613754833,"CBW05583-147626","Upper Grande Ronde",2013,"Catherine Creek",NA,NA,4.8,181.163165
1811,"Chinook","Spawner",310.8,67.26169945,0.216414734,"CBW05583-234122","John Day",2013,"Clear Creek",NA,NA,6.7,2.50976490485075
1811,"Steelhead","Spawner",310.8,76.21719961,0.245229085,"CBW05583-234122","John Day",2013,"Clear Creek",NA,NA,4.8,3.96964581302083
1838,"Chinook","Spawner",8116.11,3801.244202,0.468357896,"ENT00001-1BC1","Entiat",2013,"Entiat River",NA,NA,6.7,141.837470223881
1838,"Steelhead","Spawner",8116.11,4041.30001,0.497935589,"ENT00001-1BC1","Entiat",2013,"Entiat River",NA,NA,4.8,210.484375520833
185,"Chinook","Spawner",225.12,22.3710997,0.09937411,"OJD03458-000529","John Day",2011,"Trout Creek",NA,NA,6.7,0.834742526119403
185,"Steelhead","Spawner",225.12,22.3716997,0.099376775,"OJD03458-000529","John Day",2011,"Trout Creek",NA,NA,4.8,1.16519269270833
186,"Chinook","Spawner",569.63,91.01959962,0.15978723,"OJD03458-000085","John Day",2011,"Big Wall Creek",NA,NA,6.7,3.39625371716418
186,"Steelhead","Spawner",569.63,163.122102,0.286365012,"OJD03458-000085","John Day",2011,"Big Wall Creek",NA,NA,4.8,8.4959428125
1902,"Chinook","Spawner",2320.55,876.2189959,0.377591087,"CBW05583-275954","John Day",2013,"Middle Fork John Day River",NA,NA,6.7,32.6947386529851
1902,"Steelhead","Spawner",2320.55,931.4538947,0.40139359,"CBW05583-275954","John Day",2013,"Middle Fork John Day River",NA,NA,4.8,48.5132236822917
1903,"Chinook","Spawner",1497.82,678.0466991,0.452689041,"CBW05583-449266","John Day",2013,"Middle Fork John Day River",NA,NA,6.7,25.3002499664179
1903,"Steelhead","Spawner",1497.82,784.9427956,0.524056826,"CBW05583-449266","John Day",2013,"Middle Fork John Day River",NA,NA,4.8,40.8824372708333
1904,"Chinook","Spawner",497.92,66.46669925,0.133488712,"OJD03458-000536","John Day",2013,"Vinegar Creek",NA,NA,6.7,2.48010071828358
1904,"Steelhead","Spawner",497.92,87.51059944,0.175752329,"OJD03458-000536","John Day",2013,"Vinegar Creek",NA,NA,4.8,4.55784372083333
1915,"Chinook","Spawner",14818.67,3481.780995,0.234959075,"WENMASTER-000263","Wenatchee",2013,"Chiwawa River",NA,NA,6.7,129.91720130597
1915,"Steelhead","Spawner",14818.67,5287.045486,0.356782727,"WENMASTER-000263","Wenatchee",2013,"Chiwawa River",NA,NA,4.8,275.366952395833
1949,"Chinook","Spawner",740.5,113.5400992,0.153328966,"JDW00001-Boundary Smith 1","John Day",2013,"Bridge Creek",NA,NA,6.7,4.23657086567164
1949,"Steelhead","Spawner",740.5,139.5304996,0.188427413,"JDW00001-Boundary Smith 1","John Day",2013,"Bridge Creek",NA,NA,4.8,7.26721352083333
1950,"Chinook","Spawner",487.88,153.5435997,0.314715913,"JDW00001-Burrow Pit 3","John Day",2013,"Bridge Creek",NA,NA,6.7,5.72923879477612
1950,"Steelhead","Spawner",487.88,155.7913997,0.319323194,"JDW00001-Burrow Pit 3","John Day",2013,"Bridge Creek",NA,NA,4.8,8.11413540104167
1953,"Chinook","Spawner",525.7,273.8911972,0.521002848,"JDW00001-Juniper Canyon 3","John Day",2013,"Bridge Creek",NA,NA,6.7,10.2198207910448
1953,"Steelhead","Spawner",525.7,331.230099,0.630074375,"JDW00001-Juniper Canyon 3","John Day",2013,"Bridge Creek",NA,NA,4.8,17.25156765625
1955,"Chinook","Spawner",367.24,246.730998,0.671852189,"JDW00001-Mazama 4","John Day",2013,"Bridge Creek",NA,NA,6.7,9.20638052238806
1955,"Steelhead","Spawner",367.24,260.3128976,0.708835905,"JDW00001-Mazama 4","John Day",2013,"Bridge Creek",NA,NA,4.8,13.5579634166667
1958,"Chinook","Spawner",396.17,163.7735988,0.413392228,"JDW00001-Nelson Creek 1","John Day",2013,"Bridge Creek",NA,NA,6.7,6.11095517910448
1958,"Steelhead","Spawner",396.17,189.9355993,0.479429536,"JDW00001-Nelson Creek 1","John Day",2013,"Bridge Creek",NA,NA,4.8,9.89247913020833
1960,"Chinook","Spawner",1404.96,153.1737977,0.1090236,"JDW00001-Sunflower 2","John Day",2013,"Bridge Creek",NA,NA,6.7,5.71544021268657
1960,"Steelhead","Spawner",1404.96,243.7646999,0.173502947,"JDW00001-Sunflower 2","John Day",2013,"Bridge Creek",NA,NA,4.8,12.6960781197917
1962,"Chinook","Spawner",606.54,145.7279984,0.240261151,"JDW00001-Vegetated Inset Floodplain 2","John Day",2013,"Bridge Creek",NA,NA,6.7,5.43761188059701
1962,"Steelhead","Spawner",606.54,220.4666002,0.363482376,"JDW00001-Vegetated Inset Floodplain 2","John Day",2013,"Bridge Creek",NA,NA,4.8,11.4826354270833
1966,"Chinook","Spawner",610,258.3420981,0.423511636,"JDW00001-Upper Owens C","John Day",2013,"Bridge Creek",NA,NA,6.7,9.6396305261194
1966,"Steelhead","Spawner",610,266.9360981,0.437600161,"JDW00001-Upper Owens C","John Day",2013,"Bridge Creek",NA,NA,4.8,13.9029217760417
1968,"Chinook","Spawner",830.26,250.8589973,0.302145108,"JDW00001-Monument C","John Day",2013,"Bridge Creek",NA,NA,6.7,9.36041034701493
1968,"Steelhead","Spawner",830.26,315.7813982,0.380340373,"JDW00001-Monument C","John Day",2013,"Bridge Creek",NA,NA,4.8,16.4469478229167
1969,"Chinook","Spawner",846.29,155.2521985,0.183450352,"JDW00001-Pats Cabin C","John Day",2013,"Bridge Creek",NA,NA,6.7,5.79299248134328
1969,"Steelhead","Spawner",846.29,176.8980987,0.209027755,"JDW00001-Pats Cabin C","John Day",2013,"Bridge Creek",NA,NA,4.8,9.213442640625
1973,"Chinook","Spawner",1099.59,170.704698,0.155243953,"JDW00001-Boundary Smith B","John Day",2013,"Bridge Creek",NA,NA,6.7,6.36957828358209
1973,"Steelhead","Spawner",1099.59,245.0879993,0.222890349,"JDW00001-Boundary Smith B","John Day",2013,"Bridge Creek",NA,NA,4.8,12.7649999635417
1976,"Chinook","Spawner",641.63,368.5474967,0.574392558,"JDW00001-Juniper Canyon A","John Day",2013,"",NA,NA,6.7,13.7517722649254
1976,"Steelhead","Spawner",641.63,400.0257969,0.623452452,"JDW00001-Juniper Canyon A","John Day",2013,"",NA,NA,4.8,20.834676921875
1978,"Chinook","Spawner",477.07,152.0389981,0.31869327,"JDW00001-Mazama B","John Day",2013,"",NA,NA,6.7,5.67309694402985
1978,"Steelhead","Spawner",477.07,270.6130023,0.567239613,"JDW00001-Mazama B","John Day",2013,"",NA,NA,4.8,14.094427203125
1979,"Chinook","Spawner",570.78,268.6572972,0.470684497,"JDW00001-Mazama C","John Day",2013,"",NA,NA,6.7,10.0245260149254
1979,"Steelhead","Spawner",570.78,299.2443976,0.524272745,"JDW00001-Mazama C","John Day",2013,"",NA,NA,4.8,15.5856457083333
1983,"Chinook","Spawner",525.88,265.5662976,0.504994101,"JDW00001-Burrow Pit A","John Day",2013,"",NA,NA,6.7,9.90919020895522
1983,"Steelhead","Spawner",525.88,292.4983978,0.556207496,"JDW00001-Burrow Pit A","John Day",2013,"",NA,NA,4.8,15.2342915520833
213,"Chinook","Spawner",523.9,196.0640996,0.374239549,"ASW00001-CC-F1 P2BR","Asotin",2011,"Charley Creek",NA,NA,6.7,7.3158246119403
213,"Steelhead","Spawner",523.9,231.9429002,0.442723612,"ASW00001-CC-F1 P2BR","Asotin",2011,"Charley Creek",NA,NA,4.8,12.0803593854167
214,"Chinook","Spawner",538.53,289.5237988,0.537618701,"ASW00001-CC-F2 P1BR","Asotin",2011,"Charley Creek",NA,NA,6.7,10.8031268208955
214,"Steelhead","Spawner",538.53,325.6874994,0.604771321,"ASW00001-CC-F2 P1BR","Asotin",2011,"Charley Creek",NA,NA,4.8,16.96289059375
223,"Chinook","Spawner",710.8,191.5811986,0.269528979,"ASW00001-SF-F5 P3BR","Asotin",2011,"South Fork Asotin Creek",NA,NA,6.7,7.14855218656716
223,"Steelhead","Spawner",710.8,211.0393989,0.29690405,"ASW00001-SF-F5 P3BR","Asotin",2011,"South Fork Asotin Creek",NA,NA,4.8,10.991635359375
225,"Chinook","Spawner",645.47,157.9314989,0.244676746,"ASW00001-SF-F2 P2BR","Asotin",2011,"South Fork Asotin Creek",NA,NA,6.7,5.89296637686567
225,"Steelhead","Spawner",645.47,158.7864989,0.246001362,"ASW00001-SF-F2 P2BR","Asotin",2011,"South Fork Asotin Creek",NA,NA,4.8,8.27013015104167
229,"Chinook","Spawner",558.19,247.9311983,0.444169903,"ASW00001-CC-F5 P1BR","Asotin",2011,"Charley Creek",NA,NA,6.7,9.25116411567164
229,"Steelhead","Spawner",558.19,266.0643986,0.476655617,"ASW00001-CC-F5 P1BR","Asotin",2011,"Charley Creek",NA,NA,4.8,13.8575207604167
230,"Chinook","Spawner",516.96,249.0215983,0.481703804,"ASW00001-CC-F6 P1BR","Asotin",2011,"Charley Creek",NA,NA,6.7,9.29185068283582
230,"Steelhead","Spawner",516.96,273.296999,0.52866179,"ASW00001-CC-F6 P1BR","Asotin",2011,"Charley Creek",NA,NA,4.8,14.2342186979167
250,"Chinook","Spawner",513.05,232.4894992,0.453151738,"WENMASTER-000195","Wenatchee",2011,"Chikamin Creek",NA,NA,6.7,8.67498131343284
250,"Steelhead","Spawner",513.05,255.6953982,0.498383,"WENMASTER-000195","Wenatchee",2011,"Chikamin Creek",NA,NA,4.8,13.31746865625
254,"Chinook","Spawner",15527.44,8563.063507,0.551479414,"CBW05583-382123","Wenatchee",2011,"Little Wenatchee River",NA,NA,6.7,319.517295037313
254,"Steelhead","Spawner",15527.44,8997.438336,0.579454072,"CBW05583-382123","Wenatchee",2011,"Little Wenatchee River",NA,NA,4.8,468.61658
265,"Chinook","Spawner",549.08,97.7156996,0.177962591,"OJD03458-000520","John Day",2011,"Pine Creek",NA,NA,6.7,3.64610819402985
265,"Steelhead","Spawner",549.08,157.5713012,0.286973303,"OJD03458-000520","John Day",2011,"Pine Creek",NA,NA,4.8,8.20683860416667
266,"Chinook","Spawner",259.34,43.05089963,0.166001772,"OJD03458-000097","John Day",2011,"North Fork Wind Creek",NA,NA,6.7,1.60637685186567
266,"Steelhead","Spawner",259.34,48.32459978,0.186336854,"OJD03458-000097","John Day",2011,"North Fork Wind Creek",NA,NA,4.8,2.51690623854167
267,"Chinook","Spawner",202.22,18.4591997,0.09128276,"CBW05583-401098","John Day",2011,"Rock Creek",NA,NA,6.7,0.688776108208955
267,"Steelhead","Spawner",202.22,22.40689979,0.110804568,"CBW05583-401098","John Day",2011,"Rock Creek",NA,NA,4.8,1.16702603072917
317,"Chinook","Spawner",2558.09,1029.558204,0.402471455,"WENMASTER-000298","Wenatchee",2011,"Chiwaukum Creek",NA,NA,6.7,38.4163508955224
317,"Steelhead","Spawner",2558.09,971.4219131,0.37974501,"WENMASTER-000298","Wenatchee",2011,"Chiwaukum Creek",NA,NA,4.8,50.5948913072917
325,"Chinook","Spawner",396.91,70.23709963,0.176959763,"CBW05583-241210","John Day",2011,"Hidaway Creek",NA,NA,6.7,2.62078729962687
325,"Steelhead","Spawner",396.91,93.83820022,0.236421859,"CBW05583-241210","John Day",2011,"Hidaway Creek",NA,NA,4.8,4.88740626145833
351,"Chinook","Spawner",1001.07,309.2233982,0.308892883,"JDW00001-MRM2","John Day",2011,"Murderers Creek",NA,NA,6.7,11.5381865
351,"Steelhead","Spawner",1001.07,267.0253024,0.266739891,"JDW00001-MRM2","John Day",2011,"Murderers Creek",NA,NA,4.8,13.9075678333333
353,"Chinook","Spawner",1367.52,749.8094981,0.548298744,"JDW00001-MRL1","John Day",2011,"Murderers Creek",NA,NA,6.7,27.9779663470149
353,"Steelhead","Spawner",1367.52,723.9251053,0.529370763,"JDW00001-MRL1","John Day",2011,"Murderers Creek",NA,NA,4.8,37.7044325677083
354,"Chinook","Spawner",323.69,71.42429952,0.220656491,"CBW05583-519226","John Day",2011,"North Fork Cable Creek",NA,NA,6.7,2.66508580298507
354,"Steelhead","Spawner",323.69,91.71759969,0.283350118,"CBW05583-519226","John Day",2011,"North Fork Cable Creek",NA,NA,4.8,4.7769583171875
355,"Chinook","Spawner",252.21,20.32419963,0.080584432,"CBW05583-437306","John Day",2011,"North Fork Cable Creek",NA,NA,6.7,0.758365657835821
355,"Steelhead","Spawner",252.21,39.56809975,0.156885531,"CBW05583-437306","John Day",2011,"North Fork Cable Creek",NA,NA,4.8,2.06083852864583
357,"Chinook","Spawner",215.8,37.22149968,0.172481463,"CBW05583-348146","John Day",2011,"Bridge Creek",NA,NA,6.7,1.38886192835821
357,"Steelhead","Spawner",215.8,48.40269981,0.224294253,"CBW05583-348146","John Day",2011,"Bridge Creek",NA,NA,4.8,2.5209739484375
361,"Chinook","Spawner",369.71,29.66399939,0.080235859,"CBW05583-191546","John Day",2011,"North Fork Cable Creek",NA,NA,6.7,1.1068656488806
361,"Steelhead","Spawner",369.71,64.95069968,0.175680127,"CBW05583-191546","John Day",2011,"North Fork Cable Creek",NA,NA,4.8,3.38284894166667
362,"Chinook","Spawner",241.07,85.78479936,0.355850165,"CBW05583-223986","John Day",2011,"Bridge Creek",NA,NA,6.7,3.20092534925373
362,"Steelhead","Spawner",241.07,98.91309969,0.410308623,"CBW05583-223986","John Day",2011,"Bridge Creek",NA,NA,4.8,5.1517239421875
363,"Chinook","Spawner",446.85,59.15559952,0.132383573,"CBW05583-180210","John Day",2011,"East Fork Beech Creek",NA,NA,6.7,2.20729848955224
363,"Steelhead","Spawner",446.85,96.29970034,0.215507889,"CBW05583-180210","John Day",2011,"East Fork Beech Creek",NA,NA,4.8,5.01560939270833
365,"Chinook","Spawner",122.61,10.10559979,0.082420682,"CBW05583-179186","John Day",2011,"East Fork Beech Creek",NA,NA,6.7,0.377074619029851
365,"Steelhead","Spawner",122.61,13.25029983,0.108068672,"CBW05583-179186","John Day",2011,"East Fork Beech Creek",NA,NA,4.8,0.6901197828125
366,"Chinook","Spawner",245.03,42.73109971,0.174391298,"CBW05583-109298","John Day",2011,"Bridge Creek",NA,NA,6.7,1.59444401902985
366,"Steelhead","Spawner",245.03,65.97519976,0.26925356,"CBW05583-109298","John Day",2011,"Bridge Creek",NA,NA,4.8,3.43620832083333
367,"Chinook","Spawner",296.09,68.82539958,0.232447565,"CBW05583-092914","John Day",2011,"Bridge Creek",NA,NA,6.7,2.56811192462687
367,"Steelhead","Spawner",296.09,70.39899957,0.237762165,"CBW05583-092914","John Day",2011,"Bridge Creek",NA,NA,4.8,3.6666145609375
368,"Chinook","Spawner",395.64,70.05329908,0.177063237,"CBW05583-085362","John Day",2011,"Murderers Creek",NA,NA,6.7,2.61392907014925
368,"Steelhead","Spawner",395.64,151.2098001,0.382190375,"CBW05583-085362","John Day",2011,"Murderers Creek",NA,NA,4.8,7.875510421875
369,"Chinook","Spawner",209.21,24.53009966,0.117251086,"CBW05583-086002","John Day",2011,"Bridge Creek",NA,NA,6.7,0.915302226119403
369,"Steelhead","Spawner",209.21,39.35129972,0.188094736,"CBW05583-086002","John Day",2011,"Bridge Creek",NA,NA,4.8,2.04954686041667
370,"Chinook","Spawner",265.59,21.8781997,0.082375841,"CBW05583-043762","John Day",2011,"Bridge Creek",NA,NA,6.7,0.816350735074627
370,"Steelhead","Spawner",265.59,63.80229994,0.240228548,"CBW05583-043762","John Day",2011,"Bridge Creek",NA,NA,4.8,3.32303645520833
371,"Chinook","Spawner",282.27,53.0179995,0.187827256,"CBW05583-027706","John Day",2011,"North Fork Cable Creek",NA,NA,6.7,1.97828356343284
371,"Steelhead","Spawner",282.27,95.72649985,0.339130973,"CBW05583-027706","John Day",2011,"North Fork Cable Creek",NA,NA,4.8,4.98575520052083
372,"Chinook","Spawner",414.35,54.78629945,0.132222275,"CBW05583-032778","John Day",2011,"East Fork Beech Creek",NA,NA,6.7,2.04426490485075
372,"Steelhead","Spawner",414.35,71.66399995,0.172955231,"CBW05583-032778","John Day",2011,"East Fork Beech Creek",NA,NA,4.8,3.73249999739583
373,"Chinook","Spawner",232.14,31.2037997,0.134418022,"CBW05583-016394","John Day",2011,"East Fork Beech Creek",NA,NA,6.7,1.16432088432836
373,"Steelhead","Spawner",232.14,45.33980005,0.195312312,"CBW05583-016394","John Day",2011,"East Fork Beech Creek",NA,NA,4.8,2.36144791927083
47,"Chinook","Spawner",219.95,60.85139957,0.276660148,"OJD03458-000005","John Day",2011,"Tinker Creek",NA,NA,6.7,2.2705746108209
47,"Steelhead","Spawner",219.95,64.01359962,0.291037052,"OJD03458-000005","John Day",2011,"Tinker Creek",NA,NA,4.8,3.334041646875
483,"Chinook","Spawner",516.36,136.159299,0.26369064,"CBW05583-240730","Upper Grande Ronde",2012,"Rock Creek",NA,NA,6.7,5.08057085820896
483,"Steelhead","Spawner",516.36,137.028199,0.265373381,"CBW05583-240730","Upper Grande Ronde",2012,"Rock Creek",NA,NA,4.8,7.13688536458333
49,"Chinook","Spawner",1510.59,793.8541968,0.525525918,"OJD03458-000009","John Day",2011,"Rock Creek",NA,NA,6.7,29.6214252537313
49,"Steelhead","Spawner",1510.59,878.2025933,0.581363966,"OJD03458-000009","John Day",2011,"Rock Creek",NA,NA,4.8,45.7397184010417
5,"Chinook","Spawner",972.75,476.5958963,0.489946951,"CBW05583-032138","John Day",2011,"Mountain Creek",NA,NA,6.7,17.7834289664179
5,"Steelhead","Spawner",972.75,497.1644952,0.511091745,"CBW05583-032138","John Day",2011,"Mountain Creek",NA,NA,4.8,25.893984125
50,"Chinook","Spawner",206.43,86.988099,0.421392719,"OJD03458-000011","John Day",2011,"Service Creek",NA,NA,6.7,3.24582458955224
50,"Steelhead","Spawner",206.43,119.0084997,0.576507774,"OJD03458-000011","John Day",2011,"Service Creek",NA,NA,4.8,6.198359359375
52,"Chinook","Spawner",181.92,24.15419971,0.132773745,"OJD03458-000017","John Day",2011,"West Fork Lick Creek",NA,NA,6.7,0.90127610858209
52,"Steelhead","Spawner",181.92,36.22589982,0.199130936,"OJD03458-000017","John Day",2011,"West Fork Lick Creek",NA,NA,4.8,1.886765615625
